user_id	country	age	gender
1065697	BE	26	m
1065846		28	m
1066011	SE	30	m
1066049	US	27	m
1066173	US	50	m
1066852	CA	31	m
1067785	BE	35	m
1068399	US	29	m
1070023	US	32	m
1070155	SE	38	m
1070291	SE	26	m
1070642	UK	39	m
1070693	UK	-1	m
1070696	NO	-1	m
1070820	US	29	m
1071395	FR	28	m
1071422	PL	28	m
1071628	US	24	m
1072283	NL	-1	m
1072752	DK	48	m
1072954	US	29	m
1073342	IT	25	m
1073613	US	24	m
1073624	NL	-1	m
1073957	NL	27	m
1074381	JP	-1	m
1074564	DE	27	m
1076924	UK	26	m
1077321	UK	24	m
2003209	BE	33	m
2003374	DE	29	m
2004527	CA	36	m
2004595	US	24	m
2004651	AU	37	m
2004785	UK	31	m
2005054	PL	32	m
2005786	AT	24	m
2006017	NL	43	m
2006479	RS	26	m
2006714	UK	32	m
2007044	UK	24	m
2008475	US	28	m
2008921	MX	-1	m
2010358	DE	27	m
2010648	IS	34	m
2010767	US	28	m
2011049	CH	26	m
2012408	BG	30	m
2013259	PT	26	m
2013264	UK	38	m
2013894	CA	26	m
2014258	US	35	m
2014566	US	25	m
2014660	AU	35	m
2015890	US	36	m
2015923	US	25	m
2016172	UK	-1	m
2016185	IE	31	m
2016281	SE	25	m
2016788	SE	26	m
2017046	SE	29	m
2017104	NL	28	m
2017294	US	28	m
2017845	US	35	m
2018202	ST	27	m
2019896	UK	32	m
2019942	US	25	m
2020050	IE	26	m
2020221	SE	-1	m
2020395		26	m
2020550	SE	-1	m
2020596	US	24	m
2020751	US	-1	m
2020795	US	-1	m
2021135	US	29	m
2021446	US	27	m
2021453	PL	29	m
2023686	US	-1	m
2023857	BG	27	m
2023864	AU	31	m
2024012	SE	31	m
2024417	AR	33	m
2025911	US	-1	m
2025998	AU	26	m
2026407	NL	52	m
2026540	DE	36	m
2027291	JP	45	m
2029026	DE	-1	m
2029044	AU	-1	m
2030411	UK	35	m
2030480	BG	27	m
2030825	UK	30	m
2031036	SE	28	m
2031270	UK	27	m
2031796	US	23	m
2031865	UK	31	m
2032776	US	27	m
2033121	DE	37	m
2034316	JP	-1	m
2035661	BR	41	m
2035866	SE	29	m
2036485	UK	47	m
2037575	DE	34	m
2039625	US	32	m
2040102	NI	29	m
2041547	US	31	m
2041825	NO	36	m
2042158	CA	34	m
2042934	NL	31	m
2043453	US	31	m
2046671	CA	27	m
2047475	NL	25	m
2048049	CA	36	m
2048518	US	40	m
2048782	US	28	m
2048827	NO	24	m
2048948	UK	32	m
2049551	FI	30	m
2051167	PL	25	m
2051181	SE	32	m
2051420	NL	29	m
2052015	NO	24	m
2052248	US	30	m
2052756	CA	30	m
2052795	CA	23	m
2052851	AT	34	m
2053829	US	99	m
2054622	CA	35	m
2055652		25	m
2057047	US	24	m
2057169	US	-1	m
2057811	US	-1	m
2058805	BG	26	m
2059080	BE	25	m
2059245	UK	-1	m
2059685	DE	25	m
2059839	PL	30	m
2059883	NL	37	m
2060026	FI	-1	m
2060650	US	33	m
2061005	IL	31	m
2061069	IL	23	m
2061348	SI	29	m
2061388	UK	24	m
2061589	SE	28	m
2062264	DE	26	m
2063610	DK	34	m
2064055	UK	37	m
2064762	NO	23	m
2065460	US	23	m
2065629	US	39	m
2065883	FI	29	m
2066535	US	27	m
2066761	UK	-1	m
2067004	US	33	m
2067285	ES	40	m
2068774	US	39	m
2068995	FI	30	m
2069403	DE	37	m
2069426	NL	40	m
2069487	SE	30	m
2070277		-1	m
2071238		29	m
2071701	DE	24	m
2072646	US	36	m
2072651	US	40	m
2072669	DE	36	m
2073140	US	40	m
2073565	FI	26	m
2073713	UK	24	m
2074047	US	34	m
2074151	PL	30	m
2074415	US	30	m
2075079	BE	27	m
2076073	UK	27	m
2076242	BR	35	m
2077240	NL	34	m
2077741	US	27	m
2077772	US	24	m
2078417	SE	34	m
2079253	RU	33	m
2080218	UK	35	m
2081116	US	32	m
2085748	US	21	m
2086068	FI	30	m
2087288	UK	-1	m
2087614	NO	27	m
2087782	UK	-1	m
2089254	US	32	m
2089801	UK	28	m
2089833	UK	38	m
2092396	PL	28	m
2093544	CA	-1	m
2093901	SE	29	m
2095195	FI	37	m
2095275	SE	-1	m
2095434	SE	35	m
2095747	US	44	m
2095754	UK	33	m
2096037	FI	28	m
2096353	UK	-1	m
2096360	US	32	m
2096409	US	23	m
2097382	US	28	m
2098258	NO	23	m
2098659	NO	31	m
2101299	UK	43	m
2101400	UK	24	m
2101973	US	23	m
2102520	DK	23	m
2102912	AU	43	m
2103423	US	26	m
2103523	US	24	m
2103555	UK	28	m
2105451	NL	35	m
2105498	UK	41	m
2106163	UK	28	m
2106482	DE	25	m
2106499	US	32	m
2107972	BG	28	m
2108043	FR	38	m
2108418	UK	20	m
2109093	US	32	m
2109098	CA	29	m
2109687	RU	27	m
2110860	DE	-1	m
2112074	US	35	m
2113635	FI	26	m
2114103	CA	31	m
2114683	US	24	m
2115209	ES	33	m
2115322	US	27	m
2115890	UK	-1	m
2117366	LU	32	m
2121231		-1	m
2121407	BR	30	m
2121662	US	32	m
2121703	DE	25	m
2121794	SE	32	m
2126581	FI	25	m
2127137	NO	25	m
2127306	US	32	m
2128851	UK	-1	m
2128910	SE	33	m
2129380	FI	24	m
2131600	BE	30	m
2132272	US	35	m
2132564	US	27	m
2132782	PL	30	m
2133352	FI	23	m
2133523	SE	-1	m
2133692	US	34	m
2133901	BG	35	m
2133993	BR	-1	m
2134164	US	32	m
2134650	US	28	m
2134751	FI	35	m
2135847	SE	28	m
2135899	PL	-1	m
2137467	UK	26	m
2137474	SE	-1	m
2137578	US	47	m
2137663	BR	32	m
2137726	UK	30	m
2140155	US	34	m
2140839	US	25	m
2141534	UA	31	m
2141894	DE	29	m
2143627	AU	29	m
2144256	RU	28	m
2144311	PT	32	m
2144503	DE	33	m
2146029	FI	27	m
2146973	SI	26	m
2147358	US	29	m
2147380	UK	40	m
2147418		36	m
2147576	US	25	m
2147594	US	23	m
2148480	UK	25	m
2148640	SE	27	m
2149092	US	23	m
2149496	IT	29	m
2149642	AR	39	m
2149968	NO	25	m
2150262	PL	23	m
2150720	NL	36	m
2150925		25	m
2151998		26	m
2152745	FI	25	m
2154314	PL	29	m
2154535	US	25	m
2155713	SE	30	m
2157437	NO	26	m
2158309	FI	27	m
2160615	DE	-1	m
2161358	US	28	m
2161926	AU	-1	m
2162156	SE	37	m
2162162	BE	26	m
2162228	IE	23	m
2163554	US	25	m
2163589	US	-1	m
2164223		25	m
2164672	US	24	m
2164753	US	24	m
2165224	US	44	m
2166125	AU	26	m
2166271	TW	-1	m
2166301	AU	25	m
2166373	UK	23	m
2167262	US	24	m
2168304	FR	39	m
2168442	RU	37	m
2168899	BE	21	m
2170180	MG	30	m
2170339	NO	24	m
2170363	FI	-1	m
2170631	US	23	m
2170990	US	23	m
2171182	UK	33	m
2172024	SE	41	m
2172255	UK	27	m
2173190	ES	-1	m
2173294	NL	34	m
2174379	US	33	m
2175045	DE	24	m
2175742	US	32	m
2176087	FI	-1	m
2176243	US	45	m
2176276	DE	23	m
2176839	US	-1	m
2177008	DE	27	m
2178095	FR	35	m
2178696	SJ	23	m
2178864		29	m
2179977	DK	26	m
2180612	SE	27	m
2181373	NL	25	m
2181602	DE	34	m
2181855	UK	27	m
2182934	LU	33	m
2183143	FI	26	m
2183207	UK	23	m
2183472		31	m
2183546	US	28	m
2185048	FI	30	m
2185180	US	31	m
2185363	NL	24	m
2185493	UK	40	m
2185669	UK	30	m
2186012	MX	26	m
2186129	US	-1	m
2186411	IL	25	m
2186453		25	m
2186556	UK	26	m
2186803	PL	29	m
2187163	DE	52	m
2188192	UK	27	m
2189202	TR	28	m
2190662	US	42	m
2191215		38	m
2191564	US	33	m
2192894	IS	40	m
2193161	UK	-1	m
2194140	RU	-1	m
2194634	UK	25	m
2195865	BR	27	m
2196169	DE	31	m
2197109	BR	29	m
2197173	NO	38	m
2197281	PL	26	m
2198295	US	23	m
2198623	NO	-1	m
2198965	SE	23	m
2199141	FI	31	m
2200102	UK	27	m
2200746	RU	34	m
2201055	NL	31	m
2201272	DE	28	m
2201371	FI	28	m
2201447	FI	29	m
2202719	US	22	m
2203243	JP	30	m
2203254	UK	40	m
2204896	US	29	m
2205473	US	28	m
2205812	DK	23	m
2205902	SE	23	m
2207111	NL	-1	m
2207460	NO	31	m
2207841	US	31	m
2207868	US	25	m
2208262	ES	35	m
2208392	PL	29	m
2209290	IT	-1	m
2209625	DE	28	m
2211116	US	31	m
2211171	CZ	32	m
2211217	UK	38	m
2211792	US	29	m
2211902	FR	-1	m
2212175	NO	27	m
2214078	DE	-1	m
2214888	FI	28	m
2215275	US	29	m
2217040	PL	30	m
2217592	UK	30	m
2218972	UK	25	m
2218995	SE	26	m
2219753	US	28	m
2220284	NO	25	m
2220471	US	32	m
2221168	NO	22	m
2221511	CL	-1	m
2222117	DE	25	m
2222413	US	27	m
2222679	US	33	m
2222973	US	30	m
2223050	ES	39	m
2223247	ES	-1	m
2223693	CZ	30	m
2226960	UK	35	m
2227465	UK	25	m
2227566	CZ	29	m
2228143	NL	26	m
2228285	CA	25	m
2228416	UK	39	m
2228605	BG	25	m
2229184	UK	-1	m
2229463	AU	-1	m
2230322	UK	25	m
2230712	UK	31	m
2231137	SE	23	m
2231202	CA	-1	m
2231276	UK	30	m
2231715	CH	22	m
2233711		-1	m
2233978	DE	25	m
2235610	DE	40	m
2236428	PL	26	m
2236709	UK	25	m
2237732	US	43	m
2238258	US	29	m
2238969	US	-1	m
2239603		31	m
2239988	CZ	27	m
2240207	US	32	m
2240538	US	40	m
2240548	US	26	m
2241192	DE	30	m
2243763	RU	27	m
2243770	LB	32	m
2243874	FI	-1	m
2243882		-1	m
2244113	FI	26	m
2244137	PL	-1	m
2244480	UK	30	m
2244707	UK	46	m
2244978	US	30	m
2246396	FI	29	m
2246513	ZA	30	m
2246539		-1	m
2246757	UK	38	m
2247616	FI	35	m
2248678	BR	26	m
2249374	BR	35	m
2250496	DE	28	m
2250707	US	33	m
2250905	NO	28	m
2251585	SE	39	m
2251719	NL	34	m
2254045	FI	31	m
2254068	US	27	m
2254217	AU	21	m
2254558	RU	26	m
2255135	JP	35	m
2255206	US	34	m
2256929	FR	35	m
2257572	RU	28	m
2259365	BR	-1	m
2259506	US	-1	m
2259900	BE	26	m
2260673	US	26	m
2260694	SE	28	m
2260866	US	27	m
2261354	PL	27	m
2262122	US	45	m
2262277	NL	32	m
2265552	UK	33	m
2265917		-1	m
2265967	SE	27	m
2266344	IS	27	m
2267172	UK	39	m
2267891	UK	25	m
2268665	US	23	m
2268745	UK	47	m
2268940	BR	31	m
2269169	CA	25	m
2269547	JP	40	m
2269548	AT	28	m
2271057	US	30	m
2271782	PT	-1	m
2273668	FI	28	m
2274138	SE	-1	m
2274811	UK	25	m
2275310	NO	22	m
2276550	US	-1	m
2277139	NL	47	m
2277177	FI	-1	m
2278785	UK	25	m
2279424	NL	33	m
2280529	US	27	m
2280822	UK	24	m
2281732	US	27	m
2282053	DE	34	m
2282471	NO	25	m
2283870	US	31	m
2284306	ES	39	m
2285020	FI	27	m
2285212	US	27	m
2285604	UK	27	m
2286105	AT	35	m
2286167	RU	24	m
2286184	ES	25	m
2286351	SE	31	m
2286428	AF	28	m
2287295	NL	25	m
2287915	UK	26	m
2288298	US	26	m
2288779	ES	34	m
2288894	DE	21	m
2289105	DE	25	m
2289959	ES	25	m
2291567	RU	36	m
2291623	SE	27	m
2291721	FR	36	m
2291791	IT	35	m
2291965	UK	24	m
2294885	FI	31	m
2295144	US	38	m
2295523	US	28	m
2296754	US	39	m
2297408	US	31	m
2297466	UK	29	m
2298196	ZA	27	m
2299335	US	24	m
2300610	FI	29	m
2301403	US	-1	m
2301413	NL	31	m
2301716	US	26	m
2301754	DK	34	m
2302641	SE	24	m
2303125	ES	29	m
2303531	US	21	m
2303707	US	27	m
2304434	AU	31	m
2304472	PL	-1	m
2304843	UA	26	m
2304903	UK	30	m
2305051	ES	27	m
2305743	UK	25	m
2305793	SE	25	m
2305826	IE	26	m
2306730	US	27	m
2306992	US	26	m
2307539	FI	23	m
2307585	UK	25	m
2307872	LI	25	m
2308079	US	28	m
2308189	FI	28	m
2309264	US	25	m
2310549	SE	36	m
2310772	US	48	m
2310930	US	-1	m
2311025	NL	27	m
2311227	UK	24	m
2311468	US	36	m
2311521	US	-1	m
2311784		34	m
2311846	US	32	m
2312011	US	40	m
2312264	DE	39	m
2313298	AT	28	m
2313341	NL	47	m
2313832	SE	28	m
2314453	US	44	m
2315261	BE	30	m
2316311		27	m
2317690	UK	48	m
2318165	UK	-1	m
2319126	CA	36	m
2320061	EE	24	m
2321669	US	26	m
2321875	NL	25	m
2321922	AU	27	m
2322458	BY	30	m
2322650	US	29	m
2322984	SE	33	m
2323195	BY	32	m
2323851	FR	28	m
2323914	RU	35	m
2323992	NL	29	m
2324069	SE	37	m
2325418	NL	24	m
2325446	FI	28	m
2326592	PL	32	m
2327961	US	29	m
2328573	DE	34	m
2330077	CA	31	m
2331200	JP	47	m
2331805	SE	31	m
2332965	US	-1	m
2333218	US	28	m
2333385	US	26	m
2333595	FI	29	m
2334336	DE	30	m
2334363	RS	25	m
2334772	DE	27	m
2334912	UK	25	m
2335038	UK	26	m
2335700	US	28	m
2335704	DE	34	m
2336053	SE	34	m
2336569	CA	-1	m
2337002	FR	30	m
2338776	SE	-1	m
2339189	NO	33	m
2339717	PL	28	m
2340138	US	31	m
2340403	US	22	m
2341080	AU	28	m
2341086	DE	26	m
2341199	FI	22	m
2343949	BE	40	m
2344168	FR	23	m
2344288	FR	28	m
2344331	DE	26	m
2344834	RU	25	m
2345328	US	25	m
2345970	US	28	m
2346615	DE	22	m
2346667	ES	47	m
2348935	CH	21	m
2348952	UK	28	m
2349091	NO	24	m
2349261	US	57	m
2350798	US	39	m
2350911	US	28	m
2351166	NO	24	m
2351951	US	35	m
2352659	UK	24	m
2354349	HR	27	m
2354374	SE	-1	m
2354509	AU	27	m
2355345	US	24	m
2355387	IE	32	m
2355490	US	25	m
2355978	US	23	m
2356116	US	30	m
2356671	FI	39	m
2357760		28	m
2358338	NL	26	m
2358362	US	37	m
2358595	NO	23	m
2359197	US	26	m
2359662	US	50	m
2359678	JP	42	m
2359708	US	23	m
2359926	IE	32	m
2360071	TR	84	m
2360198	NL	-1	m
2360517	NO	-1	m
2361122	BR	31	m
2361140	RU	27	m
2361207	AT	24	m
2361741	US	32	m
2362690	DE	-1	m
2362694	JP	28	m
2363368	FI	26	m
2363441	PL	-1	m
2363599	US	25	m
2364460	BY	28	m
2365258	US	24	m
2366488	DE	39	m
2368087		27	m
2368146	GR	24	m
2368153	SE	30	m
2368681	CR	30	m
2369061	US	22	m
2370265	DE	-1	m
2371498	US	28	m
2371768	IE	27	m
2372941	UK	27	m
2373835	NL	-1	m
2374752	DE	25	m
2374836	US	29	m
2375358	FI	23	m
2375403	NO	22	m
2375432	FR	38	m
2375646	UK	34	m
2375741	CZ	27	m
2375890	NL	25	m
2376160	DE	25	m
2379478	CA	-1	m
2379522	US	23	m
2380445	UA	-1	m
2381673	US	41	m
2381685	US	28	m
2382875	AU	28	m
2382939	FI	26	m
2383670	UK	24	m
2383772	DE	-1	m
2383779	NL	26	m
2384375	BR	26	m
2384677	DE	35	m
2385154	CA	44	m
2385632	DE	22	m
2385688	CZ	26	m
2386457	US	27	m
2386801	UK	-1	m
2386974	DE	25	m
2388381	US	30	m
2389133	JP	-1	m
2389177	FI	24	m
2389446	DE	33	m
2389560	NO	23	m
2389597	FR	31	m
2389684	RU	29	m
2390101	CA	22	m
2390254	CA	32	m
2390261	IE	32	m
2390368	BR	38	m
2390613	PT	30	m
2390616	US	39	m
2391548	US	24	m
2391999	UK	-1	m
2392933	UK	25	m
2393365	ES	29	m
2394116	RU	22	m
2394519	US	-1	m
2395260	DK	29	m
2395434	CZ	27	m
2395978	US	26	m
2396201	US	44	m
2396968	US	27	m
2396985	US	23	m
2397019	IN	111	m
2397241	UK	24	m
2397493	UK	51	m
2398370	PL	27	m
2398413	DE	-1	m
2399370	CA	28	m
2399681	DE	27	m
2400561	FR	-1	m
2400692	EE	30	m
2401202	CA	36	m
2401335	BR	28	m
2402012	DE	-1	m
2402373	ES	33	m
2402401	UK	46	m
2402486	SE	25	m
2402694	IE	24	m
2402948	ES	29	m
2403458	AR	27	m
2403537	PL	37	m
2403885	PT	25	m
2404007	CZ	31	m
2406046	US	37	m
2406210	SE	27	m
2406271	UK	29	m
2406324	SE	25	m
2406550	CL	26	m
2408297	US	30	m
2408300	SE	22	m
2408409	AT	24	m
2408551	NL	40	m
2408591	CZ	33	m
2409049	UK	23	m
2409497	PL	33	m
2409916	CZ	41	m
2409931	ES	-1	m
2410164	PL	26	m
2410484		-1	m
2411449	NL	28	m
2411506	SE	28	m
2411744	UK	42	m
2412027	UK	34	m
2412723	US	28	m
2414027	NL	31	m
2415525		23	m
2417023	US	32	m
2417190	PL	23	m
2417256	SE	25	m
2417472	NL	34	m
2419110	US	34	m
2420095	ES	28	m
2420117	NO	28	m
2421038	DE	51	m
2421401	IT	28	m
2421866	US	25	m
2422398		-1	m
2422618	US	36	m
2422923	SE	25	m
2423052	FR	-1	m
2423062	DE	29	m
2423869	US	23	m
2424659	DE	26	m
2424930	FI	29	m
2424978	NL	30	m
2425088	US	24	m
2425099	FI	25	m
2425179	FI	28	m
2425573	UK	28	m
2425639	US	-1	m
2426068	FI	29	m
2426252	FI	29	m
2426393	BE	28	m
2426673	DE	47	m
2426724	US	33	m
2426867	US	39	m
2427003	BR	38	m
2427582	DE	28	m
2428964	DE	20	m
2429132	SE	36	m
2429166	LT	29	m
2429213	UK	-1	m
2429452	US	56	m
2429708	US	34	m
2430161	US	32	m
2430214	US	23	m
2430253	US	25	m
2430646	US	41	m
2430793	US	25	m
2430862	SE	27	m
2431352	SE	43	m
2431515	CA	46	m
2431621	BE	37	m
2432690	FR	30	m
2432693	SE	-1	m
2433098	CL	31	m
2433162	US	23	m
2433289	DE	24	m
2433558	US	24	m
2433932	US	24	m
2434110	US	24	m
2434607	FI	27	m
2434909		27	m
2434979	RU	27	m
2434985	UK	25	m
2435006	CX	26	m
2435128	DK	35	m
2435554	RS	26	m
2435749	US	23	m
2435839	FR	25	m
2435903	US	41	m
2436341	US	-1	m
2436359		39	m
2437084	US	28	m
2437724	US	31	m
2437832	US	27	m
2438140	FR	25	m
2438290	AU	22	m
2439159	US	-1	m
2439871	AU	25	m
2440147	US	27	m
2440512	NL	27	m
2441502	UK	32	m
2441673		24	m
2443242	US	26	m
2443464	US	33	m
2443514	US	29	m
2443891	UK	28	m
2443936	US	31	m
2444013	HU	28	m
2444080	US	34	m
2444166	DE	24	m
2444220	DE	22	m
2444291	US	34	m
2444880	SE	32	m
2445096	CH	-1	m
2445122	FR	33	m
2445149	US	-1	m
2445353	MX	42	m
2445615	CA	24	m
2445666	NO	34	m
2445724	MX	27	m
2445794	US	29	m
2445879	US	36	m
2445914	MX	32	m
2445992	US	28	m
2446118	US	24	m
2446333	US	29	m
2446387	US	21	m
2446736	DE	26	m
2446968	AT	29	m
2447045	NO	30	m
2447052	US	25	m
2447102	US	-1	m
2447190	UK	25	m
2447205	UK	36	m
2447371	RU	-1	m
2447605	RU	-1	m
2447838		-1	m
2447914	US	39	m
2448056	RU	29	m
2448295	US	21	m
2448583	US	30	m
2448809	FR	25	m
2449526	US	26	m
2449705	US	26	m
2450037	UK	33	m
2450089	UK	-1	m
2450306	UK	35	m
2450617	SE	28	m
2450792	UK	36	m
2451168	CA	25	m
2451460	SE	30	m
2452197	FI	29	m
2452248	US	27	m
2452478	UK	23	m
2452576	LV	29	m
2452979	US	30	m
2453355	CA	23	m
2453668	US	27	m
2454089	DE	-1	m
2454130	JP	-1	m
2454169	UK	28	m
2454765	FI	23	m
2454858	UK	47	m
2455089	FI	25	m
2455273	FI	27	m
2455789	BR	-1	m
2456122	NL	42	m
2457675	CA	35	m
2457888	UK	47	m
2457918	US	26	m
2458247	US	30	m
2458385	UK	24	m
2458444	UK	24	m
2458834	US	30	m
2458987	FI	29	m
2459065	UK	29	m
2459252	UK	43	m
2459383	US	-1	m
2459466	US	-1	m
2459490	US	43	m
2459995	US	29	m
2460814	CA	33	m
2461397	AU	30	m
2461522	UK	23	m
2461590	JP	27	m
2461663	FR	30	m
2461778	FR	31	m
2461854		38	m
2462874	US	25	m
2463005	US	22	m
2463639	UK	23	m
2463927	UK	32	m
2464209		26	m
2464567	RS	26	m
2465033	SE	26	m
2465038	FR	29	m
2465712	IL	32	m
2466250	US	29	m
2466537	DE	25	m
2466719	DE	35	m
2466852	SE	23	m
2466994	NL	28	m
2467000	RU	27	m
2467032	HR	27	m
2467229	DE	24	m
2468009	CA	26	m
2468292	US	31	m
2468581	US	28	m
2468639	DE	-1	m
2468817	US	30	m
2468872	US	38	m
2469058	US	37	m
2469956	US	25	m
2470177	US	26	m
2470276	PE	21	m
2470362	AU	39	m
2470697	DE	34	m
2470953	DE	-1	m
2471118	US	43	m
2471508	UK	27	m
2471748	RU	26	m
2472334	US	32	m
2472544	US	26	m
2472869	US	24	m
2473167	FR	23	m
2473631	DE	-1	m
2473684	AE	23	m
2473752	FR	29	m
2474092	SK	26	m
2474158	SE	-1	m
2474337	UK	23	m
2474414	US	25	m
2474679	CH	30	m
2475717	NO	36	m
2475895	DE	25	m
2476100	NU	35	m
2476355	FI	23	m
2476658	US	-1	m
2476746	US	27	m
2476913	CA	-1	m
2477483	UK	53	m
2477561	DK	22	m
2477772	PL	-1	m
2478373	ES	28	m
2479502	US	23	m
2479626	UK	58	m
2479762	BE	29	m
2480311	US	34	m
2480647	UK	25	m
2480835	RU	24	m
2480984	UK	-1	m
2481157	UK	42	m
2482271	US	26	m
2482474	NO	27	m
2482724	CA	26	m
2483204	DK	24	m
2483809	US	35	m
2484559	DE	-1	m
2484823	US	28	m
2484832	US	6	m
2484963	DE	23	m
2486574	CZ	-1	m
2486992	SE	37	m
2487577	NL	23	m
2488043	DE	32	m
2488200		-1	m
2488899	CH	33	m
2489304	US	37	m
2490806	UK	39	m
2491254	US	-1	m
2491316	UK	19	m
2491331	NO	25	m
2492084	DE	45	m
2492313	US	24	m
2492485	AU	33	m
2493008	SE	31	m
2493127	UK	34	m
2493600	US	27	m
2493906	CO	25	m
2494196	UK	42	m
2495000	UK	-1	m
2495032	DE	24	m
2495073	US	32	m
2495455	NL	21	m
2495737	BR	25	m
2495923	FR	24	m
2497652	US	25	m
2498263	HU	23	m
2498475	UK	-1	m
2498576	US	26	m
2498799	FI	23	m
2499134	US	25	m
2499169	US	21	m
2499847	IE	26	m
2500736	SE	22	m
2501084	SE	26	m
2501614	US	26	m
2501780	US	24	m
2501953	UK	54	m
2502167	SE	28	m
2502598	FI	25	m
2502675	BR	27	m
2503127	ES	-1	m
2503132	UK	25	m
2503755	DE	27	m
2504089	UK	27	m
2504308	US	59	m
2505604	CZ	27	m
2505806	US	34	m
2506092	US	27	m
2508786	DK	22	m
2508901	US	31	m
2508940		-1	m
2509282	UK	21	m
2509366	US	30	m
2509826	MX	27	m
2509909	US	19	m
2510360	FI	27	m
2510688	NO	33	m
2510859	RU	34	m
2511636	NO	25	m
2511742	DE	24	m
2512183	NO	29	m
2512256	BR	28	m
2513717	FI	29	m
2514495	US	-1	m
2514612	DK	26	m
2515842	NO	23	m
2516651	HU	-1	m
2518964	AU	28	m
2519496	DE	38	m
2519921	US	27	m
2520835	US	22	m
2521525	FI	31	m
2521969	NO	23	m
2522486	US	28	m
2522771	US	28	m
2523065	NL	24	m
2523795	US	27	m
2524041	SE	32	m
2526206	RU	28	m
2526329	FI	36	m
2526456	UK	21	m
2528609		-1	m
2528633	SE	22	m
2529124	US	25	m
2529620	US	26	m
2529878	US	21	m
2530111	DE	38	m
2530250	AU	-1	m
2530466	BE	26	m
2531062	UK	-1	m
2531354	US	30	m
2532084	US	40	m
2533009		31	m
2533334	PL	28	m
2533531	US	27	m
2533611	US	40	m
2533636	SE	39	m
2533672	ES	25	m
2533688	DE	27	m
2534315	UK	28	m
2534513	US	25	m
2535068	DE	-1	m
2535950	EE	22	m
2536122	US	24	m
2536260	BG	31	m
2536308	RU	23	m
2536407	US	27	m
2536517	UK	-1	m
2536636	UK	29	m
2536785	NO	30	m
2540013	SE	30	m
2540836	PL	23	m
2540875	CA	39	m
2540959	US	26	m
2541138	US	23	m
2541683	NL	37	m
2541883	DE	29	m
2541986	UK	27	m
2542229	PL	-1	m
2542403	US	24	m
2542575	ES	23	m
2542664	UK	29	m
2544111	US	25	m
2544119	SE	24	m
2544997	ES	27	m
2545431	BG	27	m
2545482	UK	-1	m
2545621	FR	31	m
