25	24	125	285	4	5	30	64	23	72	130	36	100	30	1	105	298	1	286	17
64	38	200	240	2	1	16	19	8	42	80	20	39	6	0	81	298	2	270	9
50	93	136	474	4	12	64	103	29	50	97	49	114	54	2	258	386	2	278	28
140	73	430	856	17	29	50	189	51	57	242	133	251	82	1	346	775	3	754	109
32	23	137	327	4	22	14	121	39	24	150	51	116	25	0	115	301	7	249	29
10	15	246	132	32	45	3	7	3	9	33	16	25	16	0	31	130	0	122	16
0	13	37	171	0	5	25	11	10	8	35	3	22	2	0	132	142	4	58	13
24	20	134	297	26	36	24	74	26	104	169	48	119	33	0	88	273	3	281	45
86	73	110	151	0	1	23	13	8	12	22	6	21	4	0	96	178	0	151	27
32	10	170	582	4	13	19	154	85	24	188	40	110	35	0	292	434	6	346	38
95	63	551	887	25	105	45	235	81	168	447	176	304	141	1	237	1017	11	954	18
3	7	99	245	17	32	5	34	12	14	61	34	51	10	0	46	196	2	126	77
19	6	39	141	0	7	8	43	12	38	96	21	60	6	0	33	150	0	137	15
41	26	175	447	15	35	27	134	25	89	115	33	214	23	0	100	334	3	273	119
149	148	139	363	2	10	53	101	53	44	120	56	102	24	1	171	376	3	426	61
11	26	96	312	1	1	11	11	1	7	38	0	20	3	1	211	301	0	157	49
54	23	90	219	6	32	57	110	19	124	111	66	159	54	0	49	196	4	220	18
58	73	394	735	13	26	40	126	68	110	379	57	177	40	0	292	766	9	627	20
23	24	68	126	3	7	99	54	7	105	70	18	97	24	0	40	104	3	77	15
68	77	220	402	8	11	242	80	22	101	94	64	202	43	0	237	390	10	293	29
17	21	50	297	1	9	7	64	52	3	31	13	26	10	0	256	150	1	76	100
68	12	55	162	1	4	13	74	21	71	95	53	109	54	0	17	149	1	212	1
16	7	64	91	26	21	6	13	7	20	40	22	31	11	0	25	70	3	77	5
83	54	263	611	2	10	39	143	67	80	278	43	148	25	0	211	596	5	541	31
168	89	493	1470	14	48	50	333	157	83	404	109	260	80	1	708	1095	25	1014	111
3	11	37	31	37	14	5	4	1	43	25	12	24	5	0	9	40	1	30	7
69	27	268	307	15	25	10	55	32	52	188	40	100	39	0	55	413	1	390	8
3	16	105	189	14	26	29	29	12	20	46	9	51	3	1	109	149	1	108	27
183	180	567	833	18	44	122	198	59	160	220	123	361	69	1	258	727	8	711	83
1	8	148	218	20	26	7	19	9	11	63	8	32	6	0	55	182	0	73	91
134	50	125	220	4	9	15	29	22	22	72	58	46	22	1	51	215	1	189	12
25	6	112	285	8	15	12	76	39	15	141	67	70	26	0	109	304	1	252	29
1	11	79	157	3	11	18	35	8	35	81	25	40	11	0	56	117	7	81	10
3	13	74	371	19	16	7	60	6	11	52	10	71	5	0	31	107	0	84	116
94	31	200	292	11	12	13	67	24	18	91	41	97	22	0	83	278	0	323	15
28	43	220	300	7	20	17	57	12	16	68	22	77	5	0	118	327	4	195	68
58	56	216	728	9	9	30	79	55	17	223	91	94	19	0	383	843	3	558	91
52	30	99	342	6	23	32	143	24	86	154	89	148	85	0	44	277	1	295	66
125	45	198	341	6	20	18	84	38	27	84	48	80	30	2	107	310	5	300	58
32	14	60	221	1	4	15	63	24	18	73	15	47	12	0	99	174	2	163	12
33	45	70	175	3	10	61	46	13	49	45	10	91	9	0	60	147	2	92	46
69	59	428	1087	11	19	57	177	120	33	190	71	127	30	0	609	887	2	478	147
12	16	140	386	2	6	10	48	9	7	51	17	41	7	0	95	244	2	133	324
7	11	96	161	0	6	4	32	12	9	78	17	44	13	1	76	169	3	131	18
28	29	173	320	10	15	18	35	20	26	114	25	50	14	0	153	358	1	293	24
177	269	492	1204	7	18	98	162	55	70	251	71	215	46	0	708	1206	4	831	201
301	184	700	1077	97	121	103	366	117	316	428	265	503	147	2	328	1046	20	1111	108
46	40	359	868	13	22	24	180	56	47	227	55	136	33	0	234	728	7	408	222
55	48	206	387	6	8	39	121	39	15	109	45	95	21	0	148	352	3	293	107
115	34	141	795	12	27	25	292	116	39	231	162	199	105	0	175	438	6	557	172
6	19	92	197	2	8	8	9	2	3	10	6	50	2	0	182	127	5	32	50
32	63	393	516	40	70	29	68	30	70	184	57	119	18	1	218	568	4	397	95
78	62	339	434	12	16	68	134	25	260	227	101	280	57	0	80	507	3	477	23
14	14	99	143	3	3	14	50	14	44	84	27	66	17	0	31	170	6	133	3
91	43	241	400	87	48	27	74	44	110	231	129	98	43	4	105	397	4	384	27
4	7	37	127	2	1	3	3	1	2	8	1	38	0	0	16	40	1	20	58
11	25	122	207	7	18	14	42	15	14	48	21	44	5	0	88	212	9	142	30
41	34	90	249	3	9	28	66	31	31	115	55	74	19	0	86	266	1	258	31
8	7	142	193	10	11	3	20	8	20	37	16	43	8	0	87	169	3	60	47
18	56	98	292	7	7	50	26	15	13	45	12	41	8	0	427	179	3	85	73
58	41	334	1073	25	44	21	271	213	30	485	40	178	27	0	317	793	3	470	233
0	4	28	87	0	6	0	2	0	0	18	0	2	0	0	15	40	0	4	114
31	51	305	519	9	11	45	108	57	80	259	64	217	45	1	170	557	8	488	16
134	40	551	573	36	27	30	110	36	82	187	119	269	47	0	143	606	2	597	45
42	20	81	464	16	65	26	202	163	71	278	49	158	38	0	103	290	5	309	56
67	47	366	514	12	34	47	154	67	114	246	115	231	52	1	155	549	6	527	26
67	38	107	308	1	5	26	87	41	26	111	42	63	26	0	141	267	2	257	20
15	8	48	123	5	16	8	34	5	21	35	10	43	6	0	35	109	2	89	22
75	70	293	708	11	27	65	146	66	47	189	109	167	49	0	297	603	6	649	71
136	57	138	164	1	4	24	33	16	36	63	28	51	20	0	53	192	1	161	14
16	5	22	43	6	20	4	37	7	38	16	39	49	27	0	4	33	0	57	6
11	14	104	191	6	29	20	84	19	39	95	46	70	24	0	118	214	0	205	33
108	69	592	865	28	29	31	163	83	74	367	57	218	53	0	298	917	10	740	28
1	8	91	228	0	3	4	17	13	2	87	5	20	2	0	110	236	2	193	5
21	16	98	171	2	4	11	29	18	18	88	17	36	2	0	68	190	1	179	7
32	44	149	203	5	9	7	8	3	4	19	4	21	2	0	78	133	0	162	60
174	61	314	927	39	54	37	244	115	97	358	169	265	63	0	179	752	2	709	134
16	25	153	255	4	11	11	53	10	43	71	28	81	22	0	111	234	3	168	43
110	53	359	729	19	47	34	235	61	105	267	102	268	74	0	264	671	11	559	89
139	107	373	636	15	31	98	225	82	214	331	93	379	63	0	166	632	9	580	31
121	130	248	251	12	11	45	71	14	83	84	56	171	33	0	73	278	5	280	12
16	7	106	222	3	8	10	51	28	26	151	43	68	21	0	77	220	1	222	1
12	23	119	288	6	12	8	29	12	21	92	16	28	6	0	147	284	1	184	42
66	110	675	777	31	22	61	70	20	90	145	73	166	36	1	311	804	5	761	75
34	22	92	174	4	15	11	50	25	31	91	27	68	34	1	39	172	0	182	5
11	14	162	250	30	73	8	12	5	27	137	21	32	11	1	62	157	2	112	158
163	84	392	700	16	57	49	148	95	71	292	167	185	84	2	209	706	5	747	55
99	122	288	570	3	12	47	95	36	55	150	45	117	24	2	210	545	6	412	101
234	161	839	646	15	15	67	105	25	64	118	93	189	56	0	216	744	5	833	39
155	97	239	335	7	27	32	56	27	42	108	63	90	32	1	127	345	2	383	17
117	47	135	312	2	15	31	83	33	42	152	85	103	58	5	82	312	5	355	11
11	26	91	216	2	2	14	27	9	12	41	11	19	3	0	141	191	1	126	38
87	29	114	367	16	33	32	210	55	104	168	105	208	83	0	72	265	2	343	24
14	12	57	184	2	7	13	42	16	17	77	11	29	6	0	58	171	0	112	55
4	0	58	38	12	29	3	3	1	9	20	8	6	14	0	10	48	1	36	3
31	39	146	590	5	8	96	107	54	55	156	27	95	19	0	318	553	2	357	173
31	99	124	322	6	8	33	33	19	17	57	12	41	4	0	190	281	6	147	94
17	23	82	190	0	2	21	60	9	51	119	28	75	21	0	71	213	0	177	11
55	51	124	247	3	23	29	89	32	46	74	51	113	35	0	90	208	2	219	16
444	325	316	394	10	15	70	222	28	89	94	109	412	90	1	79	376	6	459	37
30	18	208	371	9	23	11	37	14	14	94	21	60	11	1	157	361	2	302	86
15	10	63	143	2	18	13	49	13	28	80	28	59	19	0	61	164	3	169	8
34	12	85	156	2	6	19	38	15	30	63	29	48	14	0	47	143	0	153	3
51	35	242	476	22	73	28	151	58	81	199	65	157	72	1	133	425	4	350	46
118	105	295	556	9	14	159	176	62	117	181	45	261	31	0	220	517	11	367	61
14	8	52	169	3	15	3	30	15	14	51	21	32	13	1	45	130	3	102	67
11	12	52	215	4	6	55	28	15	12	23	5	16	3	0	187	138	4	65	41
40	38	118	244	0	3	13	32	11	4	43	29	28	8	0	151	262	1	215	53
32	31	169	364	2	7	41	64	12	72	134	19	87	11	0	169	373	3	291	33
166	104	1301	1971	45	110	58	377	194	135	975	231	370	167	1	508	2117	17	2016	68
6	9	191	250	104	41	6	18	4	52	70	58	58	17	0	35	210	0	125	34
147	55	431	677	16	34	33	192	85	67	224	68	252	45	0	250	602	13	543	38
18	19	130	191	3	1	12	24	8	24	70	14	48	7	0	70	207	1	177	10
11	9	66	144	0	7	15	40	19	79	99	21	80	27	0	46	145	0	165	5
28	24	132	390	3	5	10	33	20	3	82	27	31	8	1	303	400	0	326	40
116	34	179	729	9	27	34	207	84	33	184	132	164	82	1	214	349	14	570	54
5	3	22	48	0	6	3	23	7	8	19	12	25	12	1	23	42	0	38	8
3	3	138	153	23	17	5	16	7	19	61	31	37	12	0	34	189	3	139	5
74	38	104	502	3	10	103	104	45	37	71	45	87	38	0	490	311	5	267	69
4	10	83	160	0	4	10	48	20	24	70	19	45	9	0	67	168	1	141	19
2	4	13	69	1	2	2	11	3	6	21	2	9	5	0	19	47	0	33	50
28	11	90	242	3	10	6	103	51	13	169	31	84	24	0	89	236	7	219	8
83	51	340	427	5	6	24	48	24	28	162	37	63	13	2	164	519	4	443	26
195	133	851	912	104	56	87	177	76	161	330	256	394	105	1	226	953	6	941	67
12	5	19	80	2	1	6	30	10	22	52	5	22	2	0	17	72	0	65	11
86	51	179	414	7	18	30	122	32	46	126	50	159	25	0	172	392	2	331	42
31	19	106	209	0	2	16	46	21	34	105	27	53	8	0	71	217	0	193	10
47	44	379	600	15	15	29	103	51	32	220	114	163	37	1	263	646	3	563	47
4	6	42	134	1	7	9	37	12	24	54	8	27	6	0	39	110	3	78	16
12	18	51	91	3	3	11	17	7	5	23	12	23	3	0	52	115	1	103	26
65	63	450	429	96	52	25	120	34	108	159	132	173	36	0	131	435	2	382	81
1	2	125	128	6	11	2	6	3	3	31	3	7	2	0	45	125	0	50	27
78	70	468	487	53	66	76	176	35	221	216	151	307	103	0	134	464	10	450	31
53	39	273	527	14	34	25	75	36	50	222	76	100	35	2	192	557	1	509	46
22	14	65	107	0	1	7	20	7	5	18	9	19	1	0	41	103	0	109	14
34	30	82	239	3	10	21	33	15	80	82	26	76	15	1	49	194	0	188	62
65	15	261	589	34	65	13	121	58	39	225	110	145	53	0	131	497	3	405	153
31	23	101	267	6	8	27	96	28	40	111	48	81	18	0	123	310	3	289	44
59	74	422	403	9	18	16	18	19	17	46	20	51	32	0	194	295	4	282	146
50	40	180	545	5	17	22	120	46	43	141	38	85	25	0	239	455	7	276	182
227	138	466	947	25	35	70	212	78	114	255	190	337	144	5	307	768	8	912	130
18	19	104	186	4	19	7	32	12	17	41	14	20	7	0	86	185	0	138	53
58	15	79	228	5	13	15	90	28	59	111	55	128	36	0	39	187	2	194	31
51	38	203	269	8	5	17	48	20	24	100	18	42	5	0	94	332	1	265	29
12	22	110	235	5	31	14	47	9	58	95	22	68	12	0	113	235	6	174	38
149	105	246	428	16	35	42	94	37	49	165	72	99	24	1	179	440	1	426	50
112	113	217	401	6	9	50	82	37	58	101	57	99	24	1	127	374	2	389	97
96	36	128	420	9	26	28	173	33	63	116	62	136	39	1	133	338	2	328	116
0	0	9	25	0	0	2	1	0	1	1	2	2	4	0	2	12	0	8	10
91	30	53	449	2	15	61	159	68	45	75	48	125	28	0	198	173	5	225	26
176	120	367	749	30	53	148	235	62	294	302	167	398	110	0	220	667	8	783	69
47	25	131	146	9	30	30	121	14	101	68	102	154	54	0	30	151	4	149	5
48	99	328	471	8	14	46	57	24	77	154	26	157	25	1	208	475	5	320	30
31	7	57	141	8	19	4	10	15	8	56	37	22	28	0	44	120	0	129	17
89	44	200	661	14	28	38	202	87	38	202	94	168	31	0	253	528	4	503	148
13	19	67	356	5	14	27	103	30	43	112	14	76	10	0	132	260	8	160	107
14	27	214	381	35	97	9	44	30	30	130	52	66	34	0	104	315	3	300	91
5	15	93	270	7	12	6	21	29	6	86	25	24	8	0	135	327	1	198	44
9	47	63	264	2	6	15	35	16	7	26	4	30	2	0	160	171	1	88	155
27	19	141	305	10	27	23	146	19	87	104	32	160	36	0	78	254	4	142	35
76	29	303	596	20	60	35	169	69	91	312	114	195	47	0	130	657	2	550	68
29	31	71	477	7	11	12	105	24	16	57	12	51	6	0	175	275	0	215	225
70	48	167	342	2	4	38	80	42	52	145	37	81	12	0	98	376	0	381	43
10	10	74	175	7	13	9	40	9	19	62	13	35	5	0	31	152	0	116	52
2	3	18	82	4	4	2	26	7	4	20	2	12	2	0	27	60	0	30	60
28	11	69	198	14	26	8	45	16	43	88	48	55	32	0	26	128	1	165	65
11	17	251	490	4	14	12	86	23	18	138	9	77	7	0	190	479	9	256	25
85	44	145	220	8	9	6	9	8	12	30	19	22	12	0	67	167	0	214	30
4	2	20	46	0	1	3	13	3	15	38	6	24	6	0	10	47	1	51	0
128	47	139	247	11	27	33	104	41	92	116	109	161	64	2	50	236	0	311	19
4	2	28	129	1	9	9	38	12	15	42	22	35	4	0	40	113	0	93	37
113	78	249	621	8	24	60	134	58	104	191	74	170	49	0	304	597	3	609	56
121	43	172	174	11	10	13	29	5	46	61	25	57	20	1	40	217	0	185	7
66	52	339	404	23	27	18	62	30	23	139	89	124	31	0	103	446	0	399	16
11	9	122	303	25	43	3	37	8	24	99	26	72	15	0	58	236	2	141	109
246	151	682	1387	59	96	54	135	76	96	342	130	165	81	2	531	1259	7	994	314
4	4	48	121	3	15	1	18	5	15	26	14	34	11	0	34	86	2	71	68
11	9	39	109	8	19	4	10	7	14	37	16	21	10	0	28	66	0	74	55
36	16	87	154	1	2	8	34	15	38	73	21	46	10	0	43	192	0	169	9
20	6	95	213	2	6	9	42	11	25	68	18	44	12	0	93	193	1	130	36
101	56	235	505	2	17	28	93	56	35	199	62	96	33	0	254	535	2	480	37
13	13	116	152	3	5	7	21	12	7	47	17	16	3	0	69	165	1	126	37
41	10	48	65	0	0	4	14	4	12	23	10	15	5	0	10	68	0	46	2
21	12	49	86	2	10	4	17	6	4	24	12	15	7	0	36	90	0	79	10
65	66	181	464	4	13	52	117	44	71	172	36	130	25	1	158	435	8	392	56
18	8	113	184	1	4	7	25	12	18	76	20	40	6	0	66	189	1	150	6
11	17	35	152	0	1	12	20	3	2	27	13	21	3	0	108	154	1	105	36
8	11	147	228	4	9	4	11	9	8	75	8	30	4	0	91	242	1	211	0
21	27	273	579	13	18	16	83	39	21	185	28	70	13	0	262	589	5	360	58
3	2	34	112	3	12	0	14	3	4	22	12	23	4	0	20	71	0	51	50
36	37	224	468	2	9	12	64	36	16	148	35	67	18	0	228	425	6	363	20
88	61	272	591	4	25	57	128	43	150	262	95	209	49	0	212	630	2	589	41
80	54	291	626	36	81	35	119	53	40	110	148	157	86	2	200	425	5	460	176
39	47	366	277	3	6	21	58	28	23	57	21	65	13	0	133	250	1	218	84
13	10	30	78	1	0	4	4	1	1	6	2	5	0	0	46	77	0	32	49
22	23	177	283	9	26	20	87	27	118	187	41	157	40	0	75	317	6	283	9
7	10	84	213	3	7	8	53	23	27	108	17	39	15	0	74	217	2	194	17
98	33	94	86	0	0	9	15	10	22	30	13	20	8	0	19	99	0	87	7
43	25	107	197	1	5	21	45	12	12	44	22	54	8	0	88	189	0	159	28
20	29	107	432	3	5	19	73	33	19	66	10	53	4	0	254	353	2	183	74
148	93	335	881	13	37	64	226	78	124	252	94	272	56	0	263	768	6	628	258
80	51	146	356	5	9	24	46	23	40	115	43	54	16	1	199	399	0	339	46
8	10	45	151	3	10	9	35	9	12	40	6	29	8	0	43	133	0	95	63
14	20	88	469	2	7	12	105	52	18	62	16	52	1	0	265	244	2	92	132
8	9	78	269	8	11	5	41	9	19	100	22	61	8	0	52	211	2	124	99
49	47	140	388	0	6	24	47	15	20	110	26	55	11	1	242	402	0	337	30
10	16	32	156	4	8	7	17	5	4	21	9	16	4	0	46	91	0	59	109
104	57	444	386	11	13	27	70	10	57	136	73	146	43	0	98	471	0	482	9
1	0	115	173	5	16	3	58	10	23	89	23	41	9	0	36	201	1	157	10
9	6	77	103	2	3	6	12	9	14	44	11	23	6	0	37	131	1	112	4
24	27	104	243	8	22	24	49	10	61	108	34	82	22	0	97	247	2	241	45
40	46	123	345	2	4	33	53	7	76	124	36	94	14	0	176	385	0	311	24
48	45	245	603	12	39	34	112	46	79	230	68	129	39	3	243	619	5	522	49
59	31	193	335	14	31	11	55	31	43	134	48	77	30	1	104	324	2	285	67
4	14	103	269	2	6	11	23	5	13	47	8	50	6	0	134	232	0	108	38
18	18	191	361	50	88	42	109	34	187	242	83	187	65	0	86	388	3	356	14
9	8	72	214	2	6	3	24	11	4	50	16	20	8	0	118	201	0	118	46
23	35	165	448	6	14	25	81	14	41	82	22	89	9	0	278	242	7	173	92
0	3	11	129	2	5	2	5	0	4	16	4	2	4	0	11	23	1	14	132
29	45	215	584	0	2	21	61	22	9	107	14	56	2	0	312	590	3	314	81
22	27	181	271	2	3	7	18	6	12	35	7	14	0	0	141	277	0	217	5
30	15	67	130	1	5	12	29	3	42	58	13	51	10	0	54	150	1	131	11
243	220	574	918	19	48	63	181	62	129	317	112	325	52	1	317	949	12	820	61
60	36	180	307	4	13	30	64	21	83	148	37	115	30	0	88	329	0	306	28
85	60	139	187	4	8	16	26	12	19	60	29	36	11	0	57	206	2	221	8
89	33	146	396	2	10	18	132	40	26	116	54	109	35	0	122	334	2	327	43
232	93	370	588	14	43	40	93	34	70	161	110	129	55	2	176	548	3	553	89
36	25	89	378	3	20	14	120	31	26	112	34	59	24	0	90	218	1	186	236
59	27	139	274	6	21	13	81	48	43	181	46	85	33	0	38	322	2	289	5
9	5	21	61	1	2	6	15	1	34	39	7	40	9	0	8	68	0	62	2
83	107	510	1000	22	52	54	240	88	97	335	109	268	47	1	342	934	8	712	95
111	85	281	539	7	23	56	114	31	68	174	101	183	50	1	187	517	3	556	47
66	36	351	296	21	28	17	48	14	36	84	52	98	30	0	71	400	1	333	26
10	0	30	77	0	1	3	15	4	12	34	9	16	2	0	31	86	0	74	6
55	24	116	272	22	27	27	110	44	101	158	99	118	42	0	77	278	4	310	17
58	24	81	148	4	10	17	38	15	34	95	45	55	19	0	45	175	2	164	10
27	16	122	194	2	5	7	48	18	13	65	33	52	13	0	64	197	1	200	12
189	182	311	321	4	5	29	37	13	43	68	25	73	22	0	100	371	1	373	13
0	7	143	141	1	4	1	15	2	1	18	3	14	0	0	43	111	0	29	78
4	28	30	127	4	5	13	7	2	2	11	0	12	0	0	84	118	1	65	71
85	57	200	428	3	8	35	138	21	60	135	28	135	12	0	104	326	6	326	37
17	28	169	231	18	59	19	70	29	27	82	31	80	27	0	97	218	4	187	19
123	40	210	367	0	7	20	102	36	47	146	95	125	47	0	99	391	0	417	15
68	29	93	272	1	5	19	75	16	25	59	17	55	7	0	84	199	1	169	83
30	19	101	575	26	67	12	97	68	54	265	72	128	57	0	97	348	4	259	369
62	18	388	416	96	73	10	92	42	91	336	87	99	55	0	74	316	22	290	53
64	39	180	386	13	56	27	147	57	38	198	96	143	61	2	126	389	7	364	43
77	34	156	314	1	5	17	76	40	44	138	59	87	28	0	114	347	1	332	19
52	26	101	179	4	18	25	71	16	61	96	34	106	30	1	61	192	3	171	11
17	15	121	110	10	23	10	15	12	22	48	16	21	9	0	44	127	0	115	14
5	4	77	128	5	15	2	4	0	1	16	5	17	6	0	52	113	0	108	10
2	5	17	159	1	5	5	28	4	3	15	6	7	1	0	30	85	0	57	98
17	3	17	53	1	3	6	15	4	24	57	17	30	12	0	6	77	0	73	2
70	71	260	316	4	1	15	14	5	19	26	3	33	6	0	176	273	2	167	57
13	21	102	200	9	27	8	18	4	18	46	17	39	17	1	65	156	1	117	64
17	17	59	177	4	8	13	58	27	14	60	21	42	10	0	76	175	4	143	35
22	16	83	199	2	10	12	50	16	18	82	19	50	14	0	83	219	1	185	16
15	17	126	378	3	25	27	85	42	126	243	35	148	30	0	104	356	6	322	20
190	69	359	752	73	160	58	199	98	207	344	215	281	163	3	189	618	0	850	103
13	14	79	195	3	6	12	48	17	34	89	18	79	18	0	127	180	1	120	18
8	15	47	155	3	8	19	55	7	59	69	21	59	26	0	50	143	0	127	69
24	32	431	638	9	11	23	70	28	26	171	56	118	19	0	305	706	3	546	20
30	20	134	222	2	4	19	43	15	90	149	35	95	21	1	57	265	0	259	3
1	5	13	39	0	2	2	7	1	6	9	1	9	0	0	19	30	0	16	26
18	41	278	996	12	10	54	91	57	31	241	35	82	8	0	666	873	5	525	109
35	41	284	458	7	10	19	39	27	14	135	55	84	22	0	218	477	2	454	16
181	82	165	242	1	2	31	40	17	52	69	47	53	20	0	67	244	0	256	19
158	85	419	504	43	116	34	110	48	89	177	131	163	83	1	166	546	7	526	44
50	48	300	1131	38	53	52	222	72	79	293	109	270	55	1	259	653	13	608	240
73	58	72	182	2	4	41	40	28	37	66	26	43	8	0	81	202	0	218	25
17	21	208	392	4	14	7	92	55	24	169	26	97	16	0	169	390	6	292	28
77	85	357	338	30	55	15	51	20	27	62	60	96	36	0	63	204	5	386	67
9	5	34	143	3	12	6	46	13	9	35	23	28	6	0	33	119	0	101	54
40	27	169	400	6	23	27	108	44	27	186	52	88	21	1	183	412	0	354	37
130	95	472	783	8	26	40	108	62	63	297	86	147	33	1	327	887	4	753	44
33	11	39	94	1	4	12	31	6	34	50	18	43	11	0	21	91	1	92	13
15	17	133	441	41	62	6	45	20	44	190	54	69	23	2	83	272	3	204	255
21	14	57	262	3	8	6	49	12	7	25	5	21	4	1	75	163	1	94	159
42	39	144	312	6	14	39	67	31	55	140	37	95	23	1	104	343	2	301	24
72	55	148	222	2	3	17	24	8	23	65	25	52	11	0	77	262	0	246	8
16	15	65	128	1	8	6	35	7	9	32	11	28	4	1	42	111	0	95	30
483	475	895	2319	22	46	213	644	261	208	563	220	718	121	1	950	1741	27	1286	452
82	65	559	799	8	31	17	72	54	40	323	38	121	26	1	279	916	7	841	15
165	108	390	708	12	25	62	144	83	83	205	105	169	59	2	273	642	3	704	121
16	16	63	143	1	3	4	9	3	4	26	3	24	3	0	91	132	4	54	8
122	57	178	283	6	9	28	65	35	35	88	48	75	12	0	103	288	1	313	30
